Year,SERIES,REF_AREA,SEX,URBANISATION,UNIT_MEASURE,Value
2017,N_KH_04010101_01,KH20,,,PT,92.1
2018,N_KH_04010101_01,KH20,,,PT,94.5
2019,N_KH_04010101_01,KH20,,,PT,98.0
2009,N_KH_04010101_01,KH21,F,,PT,94.6
2010,N_KH_04010101_01,KH21,F,,PT,89.0
2011,N_KH_04010101_01,KH21,F,,PT,101.1
2012,N_KH_04010101_01,KH21,F,,PT,98.4
2013,N_KH_04010101_01,KH21,F,,PT,99.3
2014,N_KH_04010101_01,KH21,F,,PT,97.6
2015,N_KH_04010101_01,KH21,F,,PT,91.4
2016,N_KH_04010101_01,KH21,F,,PT,86.5
2017,N_KH_04010101_01,KH21,F,,PT,83.4
2018,N_KH_04010101_01,KH21,F,,PT,85.8
2019,N_KH_04010101_01,KH21,F,,PT,84.1
2009,N_KH_04010101_01,KH21,M,,PT,96.8
2010,N_KH_04010101_01,KH21,M,,PT,95.0
2011,N_KH_04010101_01,KH21,M,,PT,105.3
2012,N_KH_04010101_01,KH21,M,,PT,110.9
2013,N_KH_04010101_01,KH21,M,,PT,101.2
2014,N_KH_04010101_01,KH21,M,,PT,96.9
2015,N_KH_04010101_01,KH21,M,,PT,90.6
2016,N_KH_04010101_01,KH21,M,,PT,86.7
2017,N_KH_04010101_01,KH21,M,,PT,81.0
2018,N_KH_04010101_01,KH21,M,,PT,81.9
2019,N_KH_04010101_01,KH21,M,,PT,76.9
2009,N_KH_04010101_01,KH21,,,PT,95.8
2010,N_KH_04010101_01,KH21,,,PT,92.1
2011,N_KH_04010101_01,KH21,,,PT,103.2
2012,N_KH_04010101_01,KH21,,,PT,104.7
2013,N_KH_04010101_01,KH21,,,PT,100.3
2014,N_KH_04010101_01,KH21,,,PT,97.2
2015,N_KH_04010101_01,KH21,,,PT,91.0
2016,N_KH_04010101_01,KH21,,,PT,86.6
2017,N_KH_04010101_01,KH21,,,PT,82.2
2018,N_KH_04010101_01,KH21,,,PT,83.8
2019,N_KH_04010101_01,KH21,,,PT,80.4
2014,N_KH_04010101_01,KH25,F,,PT,88.6
2015,N_KH_04010101_01,KH25,F,,PT,87.6
2016,N_KH_04010101_01,KH25,F,,PT,90.4
2017,N_KH_04010101_01,KH25,F,,PT,86.3
2018,N_KH_04010101_01,KH25,F,,PT,91.0
2019,N_KH_04010101_01,KH25,F,,PT,90.2
2014,N_KH_04010101_01,KH25,M,,PT,82.5
2015,N_KH_04010101_01,KH25,M,,PT,78.8
2016,N_KH_04010101_01,KH25,M,,PT,80.2
2017,N_KH_04010101_01,KH25,M,,PT,80.0
2018,N_KH_04010101_01,KH25,M,,PT,78.8
2019,N_KH_04010101_01,KH25,M,,PT,81.2
2014,N_KH_04010101_01,KH25,,,PT,85.5
2015,N_KH_04010101_01,KH25,,,PT,83.1
2016,N_KH_04010101_01,KH25,,,PT,85.1
2017,N_KH_04010101_01,KH25,,,PT,83.1
2018,N_KH_04010101_01,KH25,,,PT,84.7
2019,N_KH_04010101_01,KH25,,,PT,85.5
